Crash Severity Description,Reportnumber,CollisionImpact Description,Crash County Description,Large Vehicle Involved,Motorcycle Crash,Non-Motorist Crash,Person ID Contribs,PersonID NM,PersonID NMSafetyEquip,PersonID Occ,RoadName,Unrestrained Occupants,VehicleID Damage,VehicleID Sequence,VehicleID,Work Zone Crash,CrashPoint,Latitude (generated),Longitude (generated)
Property Damage Crashes,MSP77640077,Front to Rear,Prince George's,No,No,No,24b44a8c-f848-4575-b2e0-b2f2d495f7d5,,,*,RAMP 1 FR MD 201 NB TO IS 95 WB,No,*,*,*,No,Point,39.003532646,-76.893636363
Property Damage Crashes,MSP77640075,Front to Rear,Prince George's,No,No,No,799267e7-7377-4434-9ebb-13766cbbab9f,,,*,RAMP 9 FR IS 595 WB TO MD 950 SB,No,*,*,*,No,Point,38.946361387,-76.850509806
Property Damage Crashes,MSP77640074,Single Vehicle,Prince George's,No,No,No,1de130ec-227b-49cb-8f24-ec7e5a7875b3,,,1de130ec-227b-49cb-8f24-ec7e5a7875b3,CAPITAL BELTWAY (SB/L),No,a65297cc-824e-4f26-84df-c0b04cce74af,a65297cc-824e-4f26-84df-c0b04cce74af,a65297cc-824e-4f26-84df-c0b04cce74af,No,Point,38.819951991,-76.926394963
Property Damage Crashes,MSP77640073,Front to Rear,Prince George's,No,No,No,,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,38.952521174,-76.861929150
Property Damage Crashes,MSP77010059,Front to Rear,Prince George's,No,No,No,dccd8275-81db-4b4c-b856-f7c47e5dad08,,,*,BRANCH AVE,No,*,*,*,No,Point,38.727644290,-76.881248585
Property Damage Crashes,MSP77010057,Front to Rear,Prince George's,No,No,No,276a83d4-a2a6-4f02-8c18-84e8bbc35f2b,,,*,PENNSYLVANIA AVE,No,*,*,*,No,Point,38.816151699,-76.833997543
Property Damage Crashes,MSP77010056,Single Vehicle,Prince George's,No,No,No,1aacd100-7a47-486d-822a-51750d07eec7,,,1aacd100-7a47-486d-822a-51750d07eec7,CAPITAL BELTWAY,No,47268bed-2e8f-432a-8f4f-79c4023ab869,47268bed-2e8f-432a-8f4f-79c4023ab869,47268bed-2e8f-432a-8f4f-79c4023ab869,No,Point,38.887341697,-76.845178329
Property Damage Crashes,MSP76640099,Single Vehicle,Prince George's,No,No,No,7d4c7d7f-e9d9-4eba-9139-f8c16f790763,,,7d4c7d7f-e9d9-4eba-9139-f8c16f790763,EXCALIBUR RD,No,ae35c016-439a-4fb4-a196-b025b41cf03b,ae35c016-439a-4fb4-a196-b025b41cf03b,ae35c016-439a-4fb4-a196-b025b41cf03b,No,Point,38.935336694,-76.717902651
Property Damage Crashes,MSP76640097,"Sideswipe, Same Direction",Prince George's,No,No,No,7aa98359-92bc-4c35-9fbb-5b1bc31b2507,,,*,RAMP 7 FR RAMP 2 TO RAMP 6,No,*,*,*,No,Point,38.819130934,-76.920645125
Property Damage Crashes,MSP76640096,Front to Rear,Prince George's,No,No,No,3c887a9e-bde9-4d7b-8b92-d77fdcef3779,,,*,BRANCH AVE (SB/L),No,*,*,*,No,Point,38.762035984,-76.881690046
Property Damage Crashes,MSP76640093,"Sideswipe, Same Direction",Prince George's,No,No,No,c11493f9-5b47-4a05-a7f0-892bb3672675,,,*,,No,*,*,*,No,Point,38.670687147,-76.876071372
Property Damage Crashes,MSP76640092,Angle,Prince George's,No,No,No,1867a60c-89cb-49ab-a104-409a3c039baa,,,*,,No,*,*,*,No,Point,38.884433652,-76.814450277
Property Damage Crashes,MSP76640090,Front to Rear,Prince George's,No,No,No,8b924c94-a13f-47b1-b1c1-0a663d2f98ed,,,*,CRAIN HWY,No,*,*,*,No,Point,38.696460149,-76.870906593
Property Damage Crashes,MSP76570089,Single Vehicle,Prince George's,No,No,No,,,,*,CAPITAL BELTWAY (SB/L),No,9e903f1e-c424-4f6c-930b-ce30b274f044,9e903f1e-c424-4f6c-930b-ce30b274f044,9e903f1e-c424-4f6c-930b-ce30b274f044,No,Point,38.819034146,-76.929945482
Property Damage Crashes,MSP76570088,Single Vehicle,Prince George's,No,No,No,dacda900-1f7c-4104-856f-2b9896a98fe0,,,*,CAPITAL BELTWAY (SB/L),No,66e0089e-5453-4fa7-bace-5bd6e1731922,66e0089e-5453-4fa7-bace-5bd6e1731922,66e0089e-5453-4fa7-bace-5bd6e1731922,No,Point,38.806181502,-76.991091899
Property Damage Crashes,MSP76570087,Single Vehicle,Prince George's,No,No,No,,,,0b99c5ee-a87a-42c8-9141-968a9586105b,RAMP 7 FR IS 95 WB TO FORESTVILLE RD SB,No,7874ef76-0b2a-4ca8-aff3-945d9b2e5a0d,7874ef76-0b2a-4ca8-aff3-945d9b2e5a0d,7874ef76-0b2a-4ca8-aff3-945d9b2e5a0d,No,Point,38.827238378,-76.880202501
Property Damage Crashes,MSP76570085,Angle,Prince George's,Yes,No,No,b05ab317-3cbd-42ea-a0de-5810cd686ff1,,,*,,No,*,*,*,No,Point,38.756712552,-76.810376137
Property Damage Crashes,MSP76570084,Front to Rear,Prince George's,No,No,No,,,,*,CAPITAL BELTWAY (SB/L),No,*,*,*,No,Point,38.934001890,-76.855280361
Property Damage Crashes,MSP76570083,Front to Rear,Prince George's,No,No,No,,,,*,RAMP 4 FR IS 95 NB TO MD 214 EB,No,*,*,*,No,Point,38.890184404,-76.845579197
Property Damage Crashes,MSP76570082,Single Vehicle,Prince George's,No,No,No,,,,a9d5b370-250e-4bbe-b64a-6bae60c17231,CENTRAL AVE,No,6de686a9-0fcb-435a-950a-c83d21c4c855,6de686a9-0fcb-435a-950a-c83d21c4c855,6de686a9-0fcb-435a-950a-c83d21c4c855,No,Point,38.899304471,-76.795571144
Property Damage Crashes,MSP76570081,Angle,Prince George's,No,No,No,,,,*,,No,*,*,*,No,Point,38.896878601,-76.721692338
Property Damage Crashes,MSP76570080,"Sideswipe, Same Direction",Prince George's,No,No,No,5d5b5c2a-176b-416e-b92b-67634190ac41,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,38.926998189,-76.853921298
Property Damage Crashes,MSP76570078,Front to Rear,Prince George's,No,No,No,,,,*,RAMP 8 FR IS 95 SB TO MD 214 WB,No,*,*,*,No,Point,38.894836655,-76.848598354
Property Damage Crashes,MSP76570075,Front to Rear,Prince George's,No,No,No,,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,38.893198319,-76.847440000
Property Damage Crashes,MSP76570074,Front to Rear,Prince George's,No,No,No,,,,*,CAPITAL BELTWAY (SB LOCAL),No,*,*,*,No,Point,38.806038392,-76.993346195
Property Damage Crashes,MSP76570071,Front to Rear,Prince George's,No,No,No,,,,*,CRAIN HWY,No,*,*,*,No,Point,38.698918384,-76.868668632
Property Damage Crashes,MSP75520095,Front to Rear,Prince George's,No,No,No,d5c9e3f6-4900-4223-99e7-2b93955a4ead,,,*,NO NAME (SB/L),No,*,*,*,No,Point,39.032844221,-76.944828308
Property Damage Crashes,MSP75520094,Front to Rear,Prince George's,No,No,No,64329e2d-59a6-416e-ae43-591ebe81da6a,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,38.985277885,-76.879628901
Property Damage Crashes,MSP75520092,Front to Rear,Prince George's,No,No,No,6359393e-64be-414a-ad9f-ef97193ba11c,,,*,JOHN HANSON HWY (WB/L),No,*,*,*,No,Point,38.946481763,-76.847568055
Property Damage Crashes,MSP75140076,Unknown,Prince George's,No,No,No,,,,*,NO NAME (SB/L),No,*,*,*,No,Point,39.032673988,-76.944571404
Property Damage Crashes,MSP75140074,Other,Prince George's,No,No,No,,,,*,HOWARD AVE,No,*,*,*,No,Point,39.040157669,-76.904739681
Property Damage Crashes,MSP75140073,Front to Rear,Prince George's,No,No,No,,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,38.988262240,-76.882785500
Property Damage Crashes,MSP75140072,Front to Rear,Prince George's,No,No,No,,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,39.021630583,-76.936817836
Property Damage Crashes,MSP75140071,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,,No,*,*,*,No,Point,38.952429140,-76.745545294
Property Damage Crashes,MSP74160029,Single Vehicle,Prince George's,No,No,No,,,,bd472d93-cc70-4ebd-a6f5-5c01144233ff,RAMP 5 FR IS 95 SB TO IS 595 EB,No,f8c1fe6f-c404-4f2b-8500-27c4457d80f4,f8c1fe6f-c404-4f2b-8500-27c4457d80f4,f8c1fe6f-c404-4f2b-8500-27c4457d80f4,No,Point,38.944921504,-76.858842521
Property Damage Crashes,MSP74160028,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,JOHN HANSON HWY (WB/L),No,*,*,*,No,Point,38.946901221,-76.818685508
Property Damage Crashes,MSP74160025,Front to Rear,Prince George's,No,No,No,,,,*,NO NAME (SB/L),No,*,*,*,No,Point,39.021740598,-76.942150227
Property Damage Crashes,MSP74160023,Front to Rear,Prince George's,No,No,No,,,,*,CAPITAL BELTWAY (SB/L),No,*,*,*,No,Point,38.987883801,-76.882847912
Property Damage Crashes,MSP74160022,Single Vehicle,Prince George's,Yes,No,No,,,,24a5558a-8d42-46b1-a99e-c499fe0f9825,NO NAME,No,2d089b5b-55a8-4905-8045-d935e6e29763,2d089b5b-55a8-4905-8045-d935e6e29763,2d089b5b-55a8-4905-8045-d935e6e29763,No,Point,39.029400243,-76.947788587
Property Damage Crashes,MSP74160021,Front to Rear,Prince George's,No,No,No,,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,38.981922467,-76.876762057
Property Damage Crashes,MSP74160020,Front to Rear,Prince George's,No,No,No,,,,*,SANDY SPRING RD,No,*,*,*,No,Point,39.101050900,-76.906986906
Property Damage Crashes,MSP74160016,Single Vehicle,Prince George's,No,No,No,,,,d338f8b2-adc3-4312-80de-50dfd4f1c8b3,,No,1865058e-5042-4414-9607-43fb8974c8db,1865058e-5042-4414-9607-43fb8974c8db,1865058e-5042-4414-9607-43fb8974c8db,No,Point,38.955447382,-76.702239910
Property Damage Crashes,MSP74160014,Front to Rear,Prince George's,No,No,No,,,,*,NO NAME (SB/L),No,*,*,*,No,Point,39.048571265,-76.931808113
Property Damage Crashes,MSP74160012,Single Vehicle,Prince George's,No,No,No,43563c91-8539-42b1-84aa-42504a50c0c7,,,43563c91-8539-42b1-84aa-42504a50c0c7,RAMP 3 FR US 50 EB TO MD 202 NB,No,46b63fdc-4a00-4b4d-9d75-4782a5de8093,46b63fdc-4a00-4b4d-9d75-4782a5de8093,46b63fdc-4a00-4b4d-9d75-4782a5de8093,No,Point,38.931321310,-76.895697752
Property Damage Crashes,MSP74160011,Single Vehicle,Prince George's,No,No,No,c8396077-9404-4c80-8d84-9999f47e0fe5,,,c8396077-9404-4c80-8d84-9999f47e0fe5,CAPITAL BELTWAY,No,83c7be78-9066-4e85-b35c-3fc75ab4a2a5,83c7be78-9066-4e85-b35c-3fc75ab4a2a5,83c7be78-9066-4e85-b35c-3fc75ab4a2a5,No,Point,38.990122981,-76.884489112
Property Damage Crashes,MSP69310159,"Sideswipe, Same Direction",Prince George's,Yes,No,No,e1f68620-b27c-45b5-a943-7e44e5b16824,,,*,BRANCH AVE,No,*,*,*,No,Point,38.728516667,-76.881239991
Property Damage Crashes,MSP69310158,Single Vehicle,Prince George's,No,No,No,99ccd7bf-d66b-40af-8d01-1aae7689eb90,,,99ccd7bf-d66b-40af-8d01-1aae7689eb90,STEPHANIE ROPER HWY,No,a7bc651d-0bef-4a5c-aaf5-7dd6c6032ede,a7bc651d-0bef-4a5c-aaf5-7dd6c6032ede,a7bc651d-0bef-4a5c-aaf5-7dd6c6032ede,No,Point,38.814058007,-76.739442799
Property Damage Crashes,MSP69310157,Front to Rear,Prince George's,No,Yes,No,ab086e86-ed8f-4eff-99d3-39ded060a472,,,*,BRANCH AVE (SB/L),No,*,*,*,No,Point,38.769890729,-76.885764917
Property Damage Crashes,MSP69310156,Front to Rear,Prince George's,No,No,No,a853ddbe-8643-43de-a846-f7b2d189e547,,,*,BRANCH AVE (SB/L),No,*,*,*,No,Point,38.769890729,-76.885764917
Property Damage Crashes,MSP69310155,Front to Rear,Prince George's,No,No,No,c62d4dd3-9b04-4511-b0d4-e7cd9de4a6d0,,,*,CRAIN HWY (SB/L),No,*,*,*,No,Point,38.931507146,-76.717525005
Property Damage Crashes,MSP69310154,Single Vehicle,Prince George's,No,No,No,3f0bf3ad-89df-44f7-ba5b-0e22498ed38a,,,*,PENNSYLVANIA AVE,No,cb33ac7f-137b-489f-aa82-cfdc166ae79f,cb33ac7f-137b-489f-aa82-cfdc166ae79f,cb33ac7f-137b-489f-aa82-cfdc166ae79f,No,Point,38.813409560,-76.796779965
Property Damage Crashes,MSP69310153,Single Vehicle,Prince George's,No,No,No,17dbc1bc-587d-41d7-add2-c935966a72e5,,,17dbc1bc-587d-41d7-add2-c935966a72e5,CAPITAL BELTWAY,No,19a38882-c506-4d1f-b960-5d7b23602cd2,19a38882-c506-4d1f-b960-5d7b23602cd2,19a38882-c506-4d1f-b960-5d7b23602cd2,No,Point,38.858656688,-76.850773963
Property Damage Crashes,MSP69310152,Single Vehicle,Prince George's,No,No,No,6f0d68bd-e805-4793-95ae-32ffcad800b3,,,6f0d68bd-e805-4793-95ae-32ffcad800b3,CENTRAL AVE,No,a4457ec5-bf7c-4e62-87d9-041155534de7,a4457ec5-bf7c-4e62-87d9-041155534de7,a4457ec5-bf7c-4e62-87d9-041155534de7,No,Point,38.895999519,-76.835898695
Property Damage Crashes,MSP69310151,Single Vehicle,Prince George's,No,No,No,245e62d2-ea8f-4745-bbd8-ab126459c1ec,,,245e62d2-ea8f-4745-bbd8-ab126459c1ec,RAMP 8 FR IS 295 SB TO IS 95 LS,No,4b0df9a3-9004-4301-9741-0e469437a562,4b0df9a3-9004-4301-9741-0e469437a562,4b0df9a3-9004-4301-9741-0e469437a562,No,Point,38.799658819,-77.020211298
Property Damage Crashes,MSP69310150,Front to Rear,Prince George's,No,No,No,d813ba20-5185-48f3-a332-a017de102934,,,*,CAPITAL BELTWAY,No,*,*,*,Yes,Point,38.818810154,-76.930085301
Property Damage Crashes,MSP69310148,"Sideswipe, Same Direction",Prince George's,No,No,No,56d24205-6518-4950-9079-c9110d7ba6f0,,,*,CAPITAL BELTWAY (SB/L),No,*,*,*,No,Point,38.819295011,-76.929496647
Property Damage Crashes,MSP69310147,Angle,Prince George's,No,No,No,ef7610f2-ae6f-495d-a68e-8f8b436f34c8,,,*,CENTRAL AVE (WB/L),No,*,*,*,No,Point,38.899976078,-76.793799511
Property Damage Crashes,MSP69310143,Front to Rear,Prince George's,No,No,No,751605bc-78a9-46a7-badb-092cbb3f56aa,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,38.935420013,-76.854936664
Property Damage Crashes,MSP69310142,Angle,Prince George's,No,No,No,66156478-49f1-4f8a-accf-98f5597341ac,,,*,PENNSYLVANIA AVE (SB/L),No,*,*,*,No,Point,38.820845030,-76.848886647
Property Damage Crashes,MSP69310140,Front to Rear,Prince George's,No,No,No,2758f22a-4518-4df9-b02f-c2b417338b43,,,*,CRAIN HWY,No,*,*,*,No,Point,38.945965638,-76.717725348
Property Damage Crashes,MSP69310136,Front to Rear,Prince George's,No,No,No,1be10093-947d-4388-8988-b00bc26a7365,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,38.818585005,-76.931350013
Property Damage Crashes,MSP69310134,Single Vehicle,Prince George's,No,No,No,5bf6638b-d074-4a29-b385-210c0e42060d,,,5bf6638b-d074-4a29-b385-210c0e42060d,ST MICHAELS DR,No,142a9327-3ea3-49f4-bb27-649de3a98cc2,142a9327-3ea3-49f4-bb27-649de3a98cc2,142a9327-3ea3-49f4-bb27-649de3a98cc2,No,Point,38.899186167,-76.799669481
Property Damage Crashes,MSP69310133,"Sideswipe, Same Direction",Prince George's,No,No,No,*,,,*,CRAIN HWY (SB/L),No,*,*,*,No,Point,38.925755236,-76.717186123
Property Damage Crashes,MSP69310132,Front to Rear,Prince George's,No,No,No,aeb9e799-a5a9-489f-b600-909505edd742,,,*,CRAIN HWY,No,*,*,*,No,Point,38.714781651,-76.849508337
Property Damage Crashes,MSP69310131,Front to Rear,Prince George's,No,No,No,5a4ec4de-f017-42c0-8c36-060213f9f7d0,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,38.927413929,-76.853978652
Property Damage Crashes,MSP68590094,Single Vehicle,Prince George's,No,No,No,b5fe97bd-f5c1-4b84-98df-98def5f48b7b,,,b5fe97bd-f5c1-4b84-98df-98def5f48b7b,,No,410da9fd-dc51-4f97-82f5-e08f53569244,410da9fd-dc51-4f97-82f5-e08f53569244,410da9fd-dc51-4f97-82f5-e08f53569244,No,Point,38.816193145,-76.890901416
Property Damage Crashes,MSP68590092,"Sideswipe, Same Direction",Prince George's,Yes,No,No,956e44fc-dc54-4fe9-808f-2f963def59eb,,,*,CAPITAL BELTWAY (SB/L),No,*,*,*,No,Point,38.809545636,-76.966451836
Property Damage Crashes,MSP68590091,"Sideswipe, Same Direction",Prince George's,No,No,No,78029759-f506-4449-9882-90260e29ca75,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,38.817572565,-76.946418981
Property Damage Crashes,MSP68590089,Front to Rear,Prince George's,No,No,No,02823057-9967-4de1-a9b2-9cbda3db3411,,,*,BRANCH AVE,No,*,*,*,No,Point,38.815145293,-76.914482595
Property Damage Crashes,MSP68590088,Angle,Prince George's,No,No,No,d36a29be-61c1-4404-ac8d-0e4420469364,,,*,CAMPUS WAY SOUTH,No,*,*,*,No,Point,38.891141684,-76.825218309
Property Damage Crashes,MSP68590087,Angle,Prince George's,No,No,No,3ba69b41-1cc8-4786-8b52-4dfa5edb3d22,,,*,ROBERT LEWIS AVE,No,*,*,*,No,Point,38.871853333,-76.781528331
Property Damage Crashes,MSP68270094,Single Vehicle,Prince George's,Yes,No,No,,,,*,CAPITAL BELTWAY (SB/L),No,*,*,*,No,Point,38.882155220,-76.844210260
Property Damage Crashes,MSP65820169,Front to Rear,Prince George's,No,No,No,2967fb44-4f38-4426-9619-618ed565a0ab,,,*,CRAIN HWY (SB/L),No,*,*,*,No,Point,38.660381665,-76.873798304
Property Damage Crashes,MSP65820168,"Sideswipe, Same Direction",Prince George's,Yes,No,No,,,,*,CAPITAL BELTWAY (SB/L),No,*,*,*,No,Point,38.807299995,-76.981361662
Property Damage Crashes,MSP65820165,Single Vehicle,Prince George's,No,No,No,,,,5c75f824-939e-4a02-86c3-12f7902c91be,CAPITAL BELTWAY (SB/L),No,c14d1571-5460-48c1-9be2-ea737a00dd7a,c14d1571-5460-48c1-9be2-ea737a00dd7a,c14d1571-5460-48c1-9be2-ea737a00dd7a,No,Point,38.931588332,-76.854734980
Property Damage Crashes,MSP65820164,Single Vehicle,Prince George's,No,No,No,,,,cf908c80-6a57-4576-872b-94018c76969f,CRAIN HWY,No,498bd35d-9722-4b72-979c-d5060d499cef,498bd35d-9722-4b72-979c-d5060d499cef,498bd35d-9722-4b72-979c-d5060d499cef,No,Point,38.882609785,-76.719901262
Property Damage Crashes,MSP65820163,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,38.911764352,-76.849994596
Property Damage Crashes,MSP65820162,Single Vehicle,Prince George's,No,No,No,,,,b09f5412-2bff-4101-93c5-fc4fd5a22a17,RAMP 2 FR IS 95 SB TO AUTH RD,No,1b01ae7a-ce07-46d0-87ad-7065a933ea17,1b01ae7a-ce07-46d0-87ad-7065a933ea17,1b01ae7a-ce07-46d0-87ad-7065a933ea17,No,Point,38.819639988,-76.916084970
Property Damage Crashes,MSP65820161,Front to Rear,Prince George's,No,No,No,,,,*,CAPITAL BELTWAY (SB/L),No,*,*,*,No,Point,38.888641638,-76.846130002
Property Damage Crashes,MSP64950100,Single Vehicle,Prince George's,No,No,No,,,,88339b27-b6f0-4171-8b87-826ac0d587e7,RAMP 8 FR SUITLAND RD SB TO IS 95 WB,No,ee288968-4aef-4cef-bd22-453e969d9394,ee288968-4aef-4cef-bd22-453e969d9394,ee288968-4aef-4cef-bd22-453e969d9394,No,Point,38.820432155,-76.893201241
Property Damage Crashes,MSP62000024,Front to Rear,Prince George's,No,No,No,,,,*,CAPITAL BELTWAY (SB LOCAL),No,*,*,*,No,Point,38.791346096,-77.030764055
Property Damage Crashes,MSP60840086,Front to Rear,Prince George's,No,No,No,1e518c23-88cb-4e00-a765-f6c6aa32bab6,,,*,NO NAME,No,*,*,*,No,Point,39.015975706,-76.927177561
Property Damage Crashes,MSP59750096,Front to Rear,Prince George's,No,No,No,14ee975d-08e9-4f2f-bad5-de0e3a7877b1,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,39.018248286,-76.963381907
Property Damage Crashes,MSP51640010,"Sideswipe, Same Direction",Prince George's,No,No,No,*,,,*,RAMP 1 FR IS 95 NB CD LANE TO MD 200 WB,No,*,*,*,No,Point,39.072989227,-76.904575786
Property Damage Crashes,MSP17880042,Single Vehicle,Prince George's,No,Yes,No,,,,90903c00-830f-4863-aaa1-ffe6ff5744e2,PENNSYLVANIA AVE,No,fcc5dba8-7d47-4b84-bd74-8d2146fb853c,fcc5dba8-7d47-4b84-bd74-8d2146fb853c,fcc5dba8-7d47-4b84-bd74-8d2146fb853c,No,Point,38.812844980,-76.749754987
Property Damage Crashes,MSP7875004Y,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,CAPITAL BELTWAY (SB/L),No,*,*,*,Yes,Point,38.807083318,-76.983616689
Property Damage Crashes,MSP7875004T,Single Vehicle,Prince George's,No,No,No,,,,6f3abf0d-8a51-4388-ae86-ab08fcdcf156,CAPITAL BELTWAY,No,bc016451-8c9e-49b8-9cdc-071eec9789fa,bc016451-8c9e-49b8-9cdc-071eec9789fa,bc016451-8c9e-49b8-9cdc-071eec9789fa,Yes,Point,38.818126905,-76.932599854
Property Damage Crashes,MSP7875004Q,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,RAMP 11 FR MD 210 NB TO IS 295 NB,No,*,*,*,No,Point,38.797932959,-76.997809196
Property Damage Crashes,MSP7875004N,Front to Rear,Prince George's,No,No,No,,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,38.897183594,-76.848755666
Property Damage Crashes,MSP7875004D,Single Vehicle,Prince George's,No,No,No,,,,ba2a63aa-be64-4f76-bf50-7b15c3314556,BRANCH AVE,No,f924cab5-90e7-40f0-b73b-bcab7fce4a6d,f924cab5-90e7-40f0-b73b-bcab7fce4a6d,f924cab5-90e7-40f0-b73b-bcab7fce4a6d,No,Point,38.800112652,-76.902283214
Property Damage Crashes,MSP7875004C,Single Vehicle,Prince George's,No,No,No,,,,ec6b7635-729c-4789-9283-b205d5962b49,CAPITAL BELTWAY (SB/L),No,f47d9a20-f687-4aca-a61b-568de6b6c216,f47d9a20-f687-4aca-a61b-568de6b6c216,f47d9a20-f687-4aca-a61b-568de6b6c216,No,Point,38.919069999,-76.852529993
Property Damage Crashes,MSP7875004B,Single Vehicle,Prince George's,No,No,No,,,,71c64d9c-0421-4332-bcbe-467d7d40f956,CAPITAL BELTWAY,No,c8e24c68-7f9d-4036-adaa-e4bae359a1d8,c8e24c68-7f9d-4036-adaa-e4bae359a1d8,c8e24c68-7f9d-4036-adaa-e4bae359a1d8,Yes,Point,38.813065010,-76.960196661
Property Damage Crashes,MSP7875003Z,Front to Rear,Prince George's,No,No,No,,,,*,CRAIN HWY,No,*,*,*,No,Point,38.665846683,-76.875338327
Property Damage Crashes,MSP7875003W,Front to Rear,Prince George's,No,No,No,,,,*,CRAIN HWY,No,*,*,*,No,Point,38.797675019,-76.759888347
Property Damage Crashes,MSP7875003V,Front to Rear,Prince George's,No,No,No,,,,*,CAPITAL BELTWAY (NB LOCAL),No,*,*,*,No,Point,38.803271690,-76.998256691
Property Damage Crashes,MSP7875003S,Front to Rear,Prince George's,No,No,No,,,,*,CRAIN HWY (SB/L),No,*,*,*,No,Point,38.666438325,-76.875726639
Property Damage Crashes,MSP7875003N,Front to Rear,Prince George's,No,No,No,,,,*,CAPITAL BELTWAY,No,*,*,*,No,Point,38.799583241,-77.005688016
Property Damage Crashes,MSP7875003L,Front to Rear,Prince George's,No,No,No,,,,*,PENNSYLVANIA AVE,No,*,*,*,No,Point,38.814735953,-76.826959528
Property Damage Crashes,MSP7875003J,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,CAPITAL BELTWAY (SB/L),No,*,*,*,No,Point,38.819320976,-76.916834228
Property Damage Crashes,MSP7875003H,Single Vehicle,Prince George's,No,No,No,,,,88ed575a-b1fa-414e-b058-253131356ab4,PENNSYLVANIA AVE (SB/L),No,ffd557f0-812a-4aae-bc4f-271aec9b0583,ffd557f0-812a-4aae-bc4f-271aec9b0583,ffd557f0-812a-4aae-bc4f-271aec9b0583,No,Point,38.828419284,-76.855878341
Property Damage Crashes,MSP7875003G,Single Vehicle,Prince George's,No,No,No,,,,164bdab7-9549-4f15-beb7-b89b6dc232bb,CAPITAL BELTWAY (SB/L),No,c5736f97-c97e-4941-9ad9-0c5306945e8b,c5736f97-c97e-4941-9ad9-0c5306945e8b,c5736f97-c97e-4941-9ad9-0c5306945e8b,Yes,Point,38.818383565,-76.933044727
Property Damage Crashes,MSP7875003C,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,INDIAN HEAD HWY,No,*,*,*,No,Point,38.793776049,-76.998545289
Property Damage Crashes,MSP7875003B,Front to Rear,Prince George's,No,No,No,,,,*,CAPITAL BELTWAY (SB/L),No,*,*,*,No,Point,38.818164816,-76.941752711
Property Damage Crashes,MSP7875002Y,Single Vehicle,Prince George's,No,No,No,,,,b57536be-8c43-49ce-b3d4-b6f851de4dbc,RAMP 4 FR IS 95 NB TO IS 595 EB,No,b7b7e50d-5510-4a83-b06e-f5da55fb86f4,b7b7e50d-5510-4a83-b06e-f5da55fb86f4,b7b7e50d-5510-4a83-b06e-f5da55fb86f4,No,Point,38.942873159,-76.856678492
Property Damage Crashes,MSP7875002V,Single Vehicle,Prince George's,No,No,No,,,,8d217e4a-654c-4483-af71-6447685c5024,BRANCH AVE (SB/L),No,93a55737-cbac-48d6-b067-c668b7f938bd,93a55737-cbac-48d6-b067-c668b7f938bd,93a55737-cbac-48d6-b067-c668b7f938bd,No,Point,38.756378363,-76.879285021
Property Damage Crashes,MSP7875002T,Front to Rear,Prince George's,No,No,No,,,,*,,No,*,*,*,No,Point,38.901967619,-76.758962517
Property Damage Crashes,MSP7875002S,Front to Rear,Prince George's,Yes,No,No,,,,*,CAPITAL BELTWAY (NB LOCAL),No,*,*,*,No,Point,38.792299231,-77.029996329
Property Damage Crashes,MSP7875002Q,Front to Rear,Prince George's,No,No,No,,,,*,CAPITAL BELTWAY (SB LOCAL),No,*,*,*,No,Point,38.793403706,-77.024826004
Property Damage Crashes,MSP7875002N,Single Vehicle,Prince George's,No,No,No,,,,21f0b590-75c8-4cd4-ac4b-e214455984cc,PENNSYLVANIA AVE (SB/L),No,19c7f0be-562c-4e82-b0a1-da90ffc6ff63,19c7f0be-562c-4e82-b0a1-da90ffc6ff63,19c7f0be-562c-4e82-b0a1-da90ffc6ff63,No,Point,38.812635008,-76.794190018
Property Damage Crashes,MSP7875002L,Single Vehicle,Prince George's,No,No,No,,,,57732514-5f9d-4dff-8ee3-bfdedd27e3ec,NO NAME (NB/L),No,f925ae1b-0ec1-43d4-bc48-2c694e5006ac,f925ae1b-0ec1-43d4-bc48-2c694e5006ac,f925ae1b-0ec1-43d4-bc48-2c694e5006ac,No,Point,38.898623355,-76.828508328
Property Damage Crashes,MSP7875002H,"Sideswipe, Same Direction",Prince George's,No,No,No,,,,*,CRAIN HWY,No,*,*,*,No,Point,38.839626643,-76.728213315
